порядковый номер броневика,устройство,дата-время прибытия,дата-время отъезда
6,698948,2022-10-11 19:11:03,2022-10-11 19:21:03
0,607093,2022-10-12 09:00:00,2022-10-12 09:10:00
0,607023,2022-10-12 10:40:28.800000,2022-10-12 10:50:28.800000
0,609851,2022-10-12 11:28:00.600000,2022-10-12 11:38:00.600000
0,695177,2022-10-12 12:18:28.800000,2022-10-12 12:28:28.800000
0,609851,2022-10-12 13:08:57,2022-10-12 13:18:57
0,638415,2022-10-12 14:21:06,2022-10-12 14:31:06
1,609996,2022-10-12 09:00:00,2022-10-12 09:10:00
1,682243,2022-10-12 09:28:18.600000,2022-10-12 09:38:18.600000
1,616665,2022-10-12 09:51:08.400000,2022-10-12 10:01:08.400000
1,619224,2022-10-12 10:21:16.200000,2022-10-12 10:31:16.200000
1,609348,2022-10-12 10:34:09.600000,2022-10-12 10:44:09.600000
1,634916,2022-10-12 10:46:58.800000,2022-10-12 10:56:58.800000
1,609289,2022-10-12 10:59:31.800000,2022-10-12 11:09:31.800000
1,622409,2022-10-12 11:14:34.199999999,2022-10-12 11:24:34.199999999
1,630459,2022-10-12 11:25:12.600000,2022-10-12 11:35:12.600000
1,645058,2022-10-12 11:36:16.800000,2022-10-12 11:46:16.800000
1,609949,2022-10-12 11:49:23.400000,2022-10-12 11:59:23.400000
1,635561,2022-10-12 12:00:19.200000,2022-10-12 12:10:19.200000
1,635727,2022-10-12 12:16:45,2022-10-12 12:26:45
1,645061,2022-10-12 12:30:13.200000,2022-10-12 12:40:13.200000
1,693201,2022-10-12 12:49:19.200000,2022-10-12 12:59:19.200000
1,609484,2022-10-12 13:08:09,2022-10-12 13:18:09
1,649942,2022-10-12 13:27:37.800000,2022-10-12 13:37:37.800000
2,609856,2022-10-12 09:00:00,2022-10-12 09:10:00
2,633007,2022-10-12 09:16:57,2022-10-12 09:26:57
2,690888,2022-10-12 09:34:31.800000,2022-10-12 09:44:31.800000
2,648534,2022-10-12 09:54:54,2022-10-12 10:04:54
2,406196,2022-10-12 10:18:49.800000,2022-10-12 10:28:49.800000
2,699540,2022-10-12 10:36:44.400000,2022-10-12 10:46:44.400000
2,634742,2022-10-12 10:54:34.800000,2022-10-12 11:04:34.800000
2,637194,2022-10-12 11:13:18.600000,2022-10-12 11:23:18.600000
2,634738,2022-10-12 11:30:08.400000,2022-10-12 11:40:08.400000
2,646944,2022-10-12 11:46:23.400000,2022-10-12 11:56:23.400000
2,616681,2022-10-12 12:09:58.200000,2022-10-12 12:19:58.200000
2,658899,2022-10-12 12:30:57,2022-10-12 12:40:57
2,683741,2022-10-12 12:49:50.400000,2022-10-12 12:59:50.400000
2,645351,2022-10-12 13:05:40.800000,2022-10-12 13:15:40.800000
2,609805,2022-10-12 13:18:00.600000,2022-10-12 13:28:00.600000
2,634778,2022-10-12 13:32:04.800000,2022-10-12 13:42:04.800000
2,636033,2022-10-12 13:59:29.400000,2022-10-12 14:09:29.400000
2,693658,2022-10-12 14:17:46.200000,2022-10-12 14:27:46.200000
2,636051,2022-10-12 14:50:12,2022-10-12 15:00:12
2,608028,2022-10-12 15:05:00,2022-10-12 15:15:00
2,641578,2022-10-12 15:35:44.400000,2022-10-12 15:45:44.400000
2,622430,2022-10-12 16:02:47.400000,2022-10-12 16:12:47.400000
2,608006,2022-10-12 16:41:25.200000,2022-10-12 16:51:25.200000
3,635734,2022-10-12 09:00:00,2022-10-12 09:10:00
3,635757,2022-10-12 09:42:39.600000,2022-10-12 09:52:39.600000
3,634668,2022-10-12 10:17:49.800000,2022-10-12 10:27:49.800000
3,644483,2022-10-12 10:32:14.400000,2022-10-12 10:42:14.400000
3,646942,2022-10-12 10:48:50.400000,2022-10-12 10:58:50.400000
3,644984,2022-10-12 11:05:34.800000,2022-10-12 11:15:34.800000
3,634737,2022-10-12 11:16:40.800000,2022-10-12 11:26:40.800000
3,644008,2022-10-12 11:33:01.800000,2022-10-12 11:43:01.800000
3,634737,2022-10-12 11:50:08.400000,2022-10-12 12:00:08.400000
3,646950,2022-10-12 12:08:52.800000,2022-10-12 12:18:52.800000
3,646856,2022-10-12 12:25:07.800000,2022-10-12 12:35:07.800000
3,646846,2022-10-12 12:42:52.200000,2022-10-12 12:52:52.200000
3,683789,2022-10-12 13:02:38.400000,2022-10-12 13:12:38.400000
3,606128,2022-10-12 13:24:48,2022-10-12 13:34:48
3,698705,2022-10-12 13:39:21.600000,2022-10-12 13:49:21.600000
3,606125,2022-10-12 13:53:47.400000,2022-10-12 14:03:47.400000
3,659661,2022-10-12 14:04:49.200000,2022-10-12 14:14:49.200000
3,645902,2022-10-12 14:43:04.200000,2022-10-12 14:53:04.200000
3,677564,2022-10-12 15:04:24,2022-10-12 15:14:24
3,634911,2022-10-12 15:50:20.400000,2022-10-12 16:00:20.400000
3,677522,2022-10-12 16:29:04.200000,2022-10-12 16:39:04.200000
3,645902,2022-10-12 16:55:13.200000,2022-10-12 17:05:13.200000
3,605329,2022-10-12 17:39:00,2022-10-12 17:49:00
3,616735,2022-10-12 18:04:52.800000,2022-10-12 18:14:52.800000
3,606140,2022-10-12 18:25:34.800000,2022-10-12 18:35:34.800000
3,676366,2022-10-12 18:43:03.600000,2022-10-12 18:53:03.600000
3,635593,2022-10-12 19:07:02.400000,2022-10-12 19:17:02.400000
4,646714,2022-10-12 09:00:00,2022-10-12 09:10:00
4,635252,2022-10-12 09:22:53.400000,2022-10-12 09:32:53.400000
4,676981,2022-10-12 09:41:31.800000,2022-10-12 09:51:31.800000
4,652813,2022-10-12 10:02:28.200000,2022-10-12 10:12:28.200000
4,622445,2022-10-12 10:25:56.400000,2022-10-12 10:35:56.400000
4,644823,2022-10-12 10:43:38.400000,2022-10-12 10:53:38.400000
4,406504,2022-10-12 11:03:21,2022-10-12 11:13:21
4,666580,2022-10-12 11:25:13.200000,2022-10-12 11:35:13.200000
4,605360,2022-10-12 11:38:15.600000,2022-10-12 11:48:15.600000
4,698660,2022-10-12 11:51:38.400000,2022-10-12 12:01:38.400000
4,606026,2022-10-12 12:06:12.600000,2022-10-12 12:16:12.600000
4,688339,2022-10-12 12:23:14.400000,2022-10-12 12:33:14.400000
4,606044,2022-10-12 12:39:52.800000,2022-10-12 12:49:52.800000
4,653695,2022-10-12 12:53:36.600000,2022-10-12 13:03:36.600000
4,686153,2022-10-12 13:06:12.600000,2022-10-12 13:16:12.600000
4,648149,2022-10-12 13:22:03,2022-10-12 13:32:03
4,679083,2022-10-12 13:50:18,2022-10-12 14:00:18
4,676996,2022-10-12 14:09:03.600000,2022-10-12 14:19:03.600000
4,605355,2022-10-12 14:22:29.400000,2022-10-12 14:32:29.400000
4,606017,2022-10-12 14:38:29.400000,2022-10-12 14:48:29.400000
4,637537,2022-10-12 14:56:15,2022-10-12 15:06:15
4,622314,2022-10-12 15:21:19.200000,2022-10-12 15:31:19.200000
4,635256,2022-10-12 15:42:16.800000,2022-10-12 15:52:16.800000
4,677547,2022-10-12 16:31:36.600000,2022-10-12 16:41:36.600000
5,689126,2022-10-12 09:00:00,2022-10-12 09:10:00
5,619611,2022-10-12 09:38:57.600000,2022-10-12 09:48:57.600000
5,689126,2022-10-12 10:17:56.400000,2022-10-12 10:27:56.400000
5,667114,2022-10-12 11:34:53.400000,2022-10-12 11:44:53.400000
5,635571,2022-10-12 12:15:44.400000,2022-10-12 12:25:44.400000
5,687653,2022-10-12 12:54:12.600000,2022-10-12 13:04:12.600000
5,677529,2022-10-12 13:37:45,2022-10-12 13:47:45
5,636764,2022-10-12 14:03:27,2022-10-12 14:13:27
5,627793,2022-10-12 14:57:12,2022-10-12 15:07:12
5,634558,2022-10-12 15:20:51,2022-10-12 15:30:51
5,667109,2022-10-12 15:49:16.800000,2022-10-12 15:59:16.800000
5,607776,2022-10-12 16:05:41.400000,2022-10-12 16:15:41.400000
5,699022,2022-10-12 16:38:26.400000,2022-10-12 16:48:26.400000
5,619166,2022-10-12 17:22:12.600000,2022-10-12 17:32:12.600000
5,619611,2022-10-12 17:38:42.600000,2022-10-12 17:48:42.600000
5,667152,2022-10-12 18:22:47.400000,2022-10-12 18:32:47.400000
5,667813,2022-10-12 18:58:36.600000,2022-10-12 19:08:36.600000
5,668197,2022-10-12 19:59:15.600000,2022-10-12 20:09:15.600000
6,653699,2022-10-12 09:00:00,2022-10-12 09:10:00
6,644859,2022-10-12 09:10:57.600000,2022-10-12 09:20:57.600000
6,606177,2022-10-12 09:22:03,2022-10-12 09:32:03
6,646076,2022-10-12 10:00:02.400000,2022-10-12 10:10:02.400000
6,688321,2022-10-12 10:26:07.800000,2022-10-12 10:36:07.800000
6,635708,2022-10-12 10:54:00.600000,2022-10-12 11:04:00.600000
6,606598,2022-10-12 11:19:09,2022-10-12 11:29:09
6,406136,2022-10-12 11:39:02.400000,2022-10-12 11:49:02.400000
6,606506,2022-10-12 11:55:31.200000,2022-10-12 12:05:31.200000
6,661120,2022-10-12 12:10:57,2022-10-12 12:20:57
6,616657,2022-10-12 12:32:36,2022-10-12 12:42:36
6,606085,2022-10-12 12:48:00,2022-10-12 12:58:00
6,616657,2022-10-12 13:03:19.200000,2022-10-12 13:13:19.200000
6,606085,2022-10-12 13:18:43.200000,2022-10-12 13:28:43.200000
6,634524,2022-10-12 13:46:33,2022-10-12 13:56:33
6,406139,2022-10-12 14:02:18,2022-10-12 14:12:18
6,634979,2022-10-12 14:27:09,2022-10-12 14:37:09
6,634921,2022-10-12 14:41:41.400000,2022-10-12 14:51:41.400000
6,605373,2022-10-12 15:03:29.400000,2022-10-12 15:13:29.400000
6,634684,2022-10-12 15:30:58.200000,2022-10-12 15:40:58.200000
6,606037,2022-10-12 15:44:15,2022-10-12 15:54:15
6,688343,2022-10-12 16:08:29.400000,2022-10-12 16:18:29.400000
6,649963,2022-10-12 16:20:18.600000,2022-10-12 16:30:18.600000
6,644896,2022-10-12 16:32:07.200000,2022-10-12 16:42:07.200000
6,606082,2022-10-12 16:43:55.800000,2022-10-12 16:53:55.800000
6,636029,2022-10-12 16:57:43.200000,2022-10-12 17:07:43.200000
6,627730,2022-10-12 17:11:07.200000,2022-10-12 17:21:07.200000
6,606545,2022-10-12 17:26:11.400000,2022-10-12 17:36:11.400000
6,680312,2022-10-12 17:56:11.400000,2022-10-12 18:06:11.400000
6,636488,2022-10-12 18:41:21.600000,2022-10-12 18:51:21.600000
6,662962,2022-10-12 19:10:36.600000,2022-10-12 19:20:36.600000
7,607581,2022-10-12 09:00:00,2022-10-12 09:10:00
7,692850,2022-10-12 09:41:20.400000,2022-10-12 09:51:20.400000
7,635755,2022-10-12 09:51:34.199999999,2022-10-12 10:01:34.199999999
7,635519,2022-10-12 10:48:15,2022-10-12 10:58:15
7,622355,2022-10-12 11:24:03.600000,2022-10-12 11:34:03.600000
7,634868,2022-10-12 12:06:15.600000,2022-10-12 12:16:15.600000
7,635239,2022-10-12 12:57:34.800000,2022-10-12 13:07:34.800000
7,661165,2022-10-12 13:25:06,2022-10-12 13:35:06
7,636411,2022-10-12 13:45:40.800000,2022-10-12 13:55:40.800000
7,638981,2022-10-12 14:04:57.600000,2022-10-12 14:14:57.600000
7,628881,2022-10-12 14:23:33,2022-10-12 14:33:33
7,634868,2022-10-12 15:12:16.200000,2022-10-12 15:22:16.200000
7,667587,2022-10-12 15:45:18,2022-10-12 15:55:18
7,638411,2022-10-12 16:27:13.800000,2022-10-12 16:37:13.800000
7,687646,2022-10-12 16:45:25.800000,2022-10-12 16:55:25.800000
7,619236,2022-10-12 17:01:24,2022-10-12 17:11:24
7,687669,2022-10-12 17:29:58.200000,2022-10-12 17:39:58.200000
7,619239,2022-10-12 18:04:16.800000,2022-10-12 18:14:16.800000
7,688263,2022-10-12 18:16:56.400000,2022-10-12 18:26:56.400000
7,607549,2022-10-12 18:58:19.200000,2022-10-12 19:08:19.200000
0,676374,2022-10-13 09:00:00,2022-10-13 09:10:00
0,634659,2022-10-13 09:15:16.200000,2022-10-13 09:25:16.200000
0,646576,2022-10-13 09:28:52.200000,2022-10-13 09:38:52.200000
0,636071,2022-10-13 09:42:51.600000,2022-10-13 09:52:51.600000
0,689225,2022-10-13 10:02:39.600000,2022-10-13 10:12:39.600000
0,676401,2022-10-13 10:20:07.200000,2022-10-13 10:30:07.200000
0,636763,2022-10-13 10:33:12.600000,2022-10-13 10:43:12.600000
0,644862,2022-10-13 10:45:45.600000,2022-10-13 10:55:45.600000
0,686168,2022-10-13 11:04:55.200000,2022-10-13 11:14:55.200000
0,698656,2022-10-13 11:17:06,2022-10-13 11:27:06
0,699577,2022-10-13 11:33:13.200000,2022-10-13 11:43:13.200000
0,698654,2022-10-13 11:47:41.400000,2022-10-13 11:57:41.400000
0,676453,2022-10-13 12:02:05.400000,2022-10-13 12:12:05.400000
0,686140,2022-10-13 12:16:27.600000,2022-10-13 12:26:27.600000
0,689129,2022-10-13 12:35:34.199999999,2022-10-13 12:45:34.199999999
0,634818,2022-10-13 12:49:37.200000,2022-10-13 12:59:37.200000
0,644019,2022-10-13 13:03:31.800000,2022-10-13 13:13:31.800000
0,698652,2022-10-13 13:19:13.200000,2022-10-13 13:29:13.200000
0,653694,2022-10-13 13:34:08.400000,2022-10-13 13:44:08.400000
0,698710,2022-10-13 13:50:35.400000,2022-10-13 14:00:35.400000
0,634025,2022-10-13 14:04:16.800000,2022-10-13 14:14:16.800000
0,688242,2022-10-13 14:22:49.800000,2022-10-13 14:32:49.800000
0,638745,2022-10-13 14:39:29.400000,2022-10-13 14:49:29.400000
0,639708,2022-10-13 15:02:28.200000,2022-10-13 15:12:28.200000
0,609017,2022-10-13 15:15:42,2022-10-13 15:25:42
0,679671,2022-10-13 15:28:55.800000,2022-10-13 15:38:55.800000
0,634782,2022-10-13 15:42:06.600000,2022-10-13 15:52:06.600000
0,661491,2022-10-13 15:54:55.200000,2022-10-13 16:04:55.200000
0,698702,2022-10-13 16:12:42.600000,2022-10-13 16:22:42.600000
1,634768,2022-10-13 09:00:00,2022-10-13 09:10:00
1,662955,2022-10-13 09:29:22.800000,2022-10-13 09:39:22.800000
1,699005,2022-10-13 09:46:27.600000,2022-10-13 09:56:27.600000
1,634708,2022-10-13 10:01:07.200000,2022-10-13 10:11:07.200000
1,689224,2022-10-13 10:16:31.800000,2022-10-13 10:26:31.800000
1,634663,2022-10-13 10:44:42,2022-10-13 10:54:42
1,634773,2022-10-13 11:03:19.200000,2022-10-13 11:13:19.200000
1,609489,2022-10-13 11:20:55.200000,2022-10-13 11:30:55.200000
1,690892,2022-10-13 11:33:13.200000,2022-10-13 11:43:13.200000
1,636095,2022-10-13 11:46:23.400000,2022-10-13 11:56:23.400000
1,628616,2022-10-13 12:02:32.400000,2022-10-13 12:12:32.400000
1,636753,2022-10-13 12:17:24,2022-10-13 12:27:24
1,658887,2022-10-13 12:29:46.800000,2022-10-13 12:39:46.800000
1,616794,2022-10-13 12:55:14.400000,2022-10-13 13:05:14.400000
1,676390,2022-10-13 13:08:34.800000,2022-10-13 13:18:34.800000
1,698942,2022-10-13 13:38:45,2022-10-13 13:48:45
1,635247,2022-10-13 14:04:39,2022-10-13 14:14:39
1,619188,2022-10-13 14:22:03.600000,2022-10-13 14:32:03.600000
1,633476,2022-10-13 15:04:32.400000,2022-10-13 15:14:32.400000
2,698956,2022-10-13 09:00:00,2022-10-13 09:10:00
2,622475,2022-10-13 09:13:17.400000,2022-10-13 09:23:17.400000
2,622398,2022-10-13 09:57:10.800000,2022-10-13 10:07:10.800000
2,676404,2022-10-13 10:14:15.600000,2022-10-13 10:24:15.600000
2,689116,2022-10-13 10:52:17.400000,2022-10-13 11:02:17.400000
2,658876,2022-10-13 11:29:37.200000,2022-10-13 11:39:37.200000
2,679109,2022-10-13 11:45:24.600000,2022-10-13 11:55:24.600000
2,634709,2022-10-13 12:00:09,2022-10-13 12:10:09
2,682770,2022-10-13 12:13:31.800000,2022-10-13 12:23:31.800000
2,649162,2022-10-13 12:28:53.400000,2022-10-13 12:38:53.400000
2,646761,2022-10-13 12:41:58.800000,2022-10-13 12:51:58.800000
2,647777,2022-10-13 12:54:27.600000,2022-10-13 13:04:27.600000
2,406536,2022-10-13 13:13:04.200000,2022-10-13 13:23:04.200000
2,693953,2022-10-13 13:28:33,2022-10-13 13:38:33
2,646840,2022-10-13 13:45:51.600000,2022-10-13 13:55:51.600000
2,679106,2022-10-13 13:59:14.400000,2022-10-13 14:09:14.400000
2,629875,2022-10-13 14:10:42,2022-10-13 14:20:42
2,676997,2022-10-13 14:22:34.800000,2022-10-13 14:32:34.800000
2,619799,2022-10-13 14:40:25.800000,2022-10-13 14:50:25.800000
2,668633,2022-10-13 14:57:18.600000,2022-10-13 15:07:18.600000
2,634776,2022-10-13 15:09:12.600000,2022-10-13 15:19:12.600000
2,674406,2022-10-13 15:32:37.200000,2022-10-13 15:42:37.200000
2,699629,2022-10-13 16:02:48,2022-10-13 16:12:48
3,645368,2022-10-13 09:00:00,2022-10-13 09:10:00
3,695156,2022-10-13 09:16:19.800000,2022-10-13 09:26:19.800000
3,607709,2022-10-13 09:36:55.800000,2022-10-13 09:46:55.800000
3,639717,2022-10-13 09:59:09.600000,2022-10-13 10:09:09.600000
3,634913,2022-10-13 10:10:41.400000,2022-10-13 10:20:41.400000
3,698978,2022-10-13 10:38:17.400000,2022-10-13 10:48:17.400000
3,628877,2022-10-13 11:03:31.800000,2022-10-13 11:13:31.800000
3,634924,2022-10-13 11:33:14.400000,2022-10-13 11:43:14.400000
3,628648,2022-10-13 11:48:31.800000,2022-10-13 11:58:31.800000
3,634880,2022-10-13 12:24:52.200000,2022-10-13 12:34:52.200000
3,682758,2022-10-13 13:04:58.200000,2022-10-13 13:14:58.200000
3,608018,2022-10-13 13:16:19.200000,2022-10-13 13:26:19.200000
3,619160,2022-10-13 13:32:37.800000,2022-10-13 13:42:37.800000
3,690258,2022-10-13 13:47:12,2022-10-13 13:57:12
3,608007,2022-10-13 13:59:44.400000,2022-10-13 14:09:44.400000
3,683750,2022-10-13 14:15:34.800000,2022-10-13 14:25:34.800000
3,634991,2022-10-13 14:32:31.800000,2022-10-13 14:42:31.800000
3,688396,2022-10-13 14:46:07.200000,2022-10-13 14:56:07.200000
3,659590,2022-10-13 14:58:40.200000,2022-10-13 15:08:40.200000
3,667106,2022-10-13 15:12:55.800000,2022-10-13 15:22:55.800000
3,608020,2022-10-13 15:34:01.200000,2022-10-13 15:44:01.200000
3,666824,2022-10-13 16:04:41.400000,2022-10-13 16:14:41.400000
4,680319,2022-10-13 09:00:00,2022-10-13 09:10:00
4,636468,2022-10-13 09:25:00.600000,2022-10-13 09:35:00.600000
4,644825,2022-10-13 09:47:17.400000,2022-10-13 09:57:17.400000
4,609485,2022-10-13 10:04:42.600000,2022-10-13 10:14:42.600000
4,698658,2022-10-13 10:24:48,2022-10-13 10:34:48
4,679082,2022-10-13 10:50:13.800000,2022-10-13 11:00:13.800000
4,676360,2022-10-13 11:15:58.800000,2022-10-13 11:25:58.800000
4,608011,2022-10-13 11:42:40.800000,2022-10-13 11:52:40.800000
4,639713,2022-10-13 12:01:22.200000,2022-10-13 12:11:22.200000
4,608073,2022-10-13 12:21:48.600000,2022-10-13 12:31:48.600000
4,618797,2022-10-13 12:35:04.200000,2022-10-13 12:45:04.200000
4,689154,2022-10-13 13:10:38.400000,2022-10-13 13:20:38.400000
4,619643,2022-10-13 13:33:52.800000,2022-10-13 13:43:52.800000
4,606088,2022-10-13 14:10:34.199999999,2022-10-13 14:20:34.199999999
4,607585,2022-10-13 14:59:24.600000,2022-10-13 15:09:24.600000
4,607745,2022-10-13 15:57:54.600000,2022-10-13 16:07:54.600000
4,619234,2022-10-13 16:17:12.600000,2022-10-13 16:27:12.600000
4,607749,2022-10-13 16:38:09,2022-10-13 16:48:09
5,692821,2022-10-13 09:00:00,2022-10-13 09:10:00
5,606546,2022-10-13 09:28:06.600000,2022-10-13 09:38:06.600000
5,635753,2022-10-13 09:51:49.800000,2022-10-13 10:01:49.800000
5,662499,2022-10-13 10:17:53.400000,2022-10-13 10:27:53.400000
5,605378,2022-10-13 10:56:01.800000,2022-10-13 11:06:01.800000
5,608082,2022-10-13 11:20:12.600000,2022-10-13 11:30:12.600000
5,698667,2022-10-13 11:32:51.600000,2022-10-13 11:42:51.600000
5,636065,2022-10-13 12:04:07.800000,2022-10-13 12:14:07.800000
5,619507,2022-10-13 12:23:06.600000,2022-10-13 12:33:06.600000
5,622344,2022-10-13 12:38:48.600000,2022-10-13 12:48:48.600000
5,616680,2022-10-13 12:54:13.800000,2022-10-13 13:04:13.800000
5,637536,2022-10-13 13:07:33.600000,2022-10-13 13:17:33.600000
5,629749,2022-10-13 13:21:50.400000,2022-10-13 13:31:50.400000
5,699579,2022-10-13 13:36:19.200000,2022-10-13 13:46:19.200000
5,659671,2022-10-13 13:51:32.400000,2022-10-13 14:01:32.400000
5,686158,2022-10-13 14:24:16.800000,2022-10-13 14:34:16.800000
5,635746,2022-10-13 14:54:36,2022-10-13 15:04:36
5,683719,2022-10-13 15:43:59.400000,2022-10-13 15:53:59.400000
5,608096,2022-10-13 16:24:20.400000,2022-10-13 16:34:20.400000
5,677530,2022-10-13 16:52:54.600000,2022-10-13 17:02:54.600000
5,644484,2022-10-13 17:40:58.200000,2022-10-13 17:50:58.200000
6,635091,2022-10-13 09:00:00,2022-10-13 09:10:00
6,658363,2022-10-13 09:20:40.200000,2022-10-13 09:30:40.200000
6,622463,2022-10-13 09:37:36,2022-10-13 09:47:36
6,644858,2022-10-13 10:12:48.600000,2022-10-13 10:22:48.600000
6,619704,2022-10-13 10:35:30.600000,2022-10-13 10:45:30.600000
6,672190,2022-10-13 11:21:07.800000,2022-10-13 11:31:07.800000
6,634797,2022-10-13 11:35:05.400000,2022-10-13 11:45:05.400000
6,677551,2022-10-13 11:56:50.400000,2022-10-13 12:06:50.400000
6,680614,2022-10-13 12:20:37.800000,2022-10-13 12:30:37.800000
6,677559,2022-10-13 12:54:04.200000,2022-10-13 13:04:04.200000
6,644723,2022-10-13 13:35:56.400000,2022-10-13 13:45:56.400000
6,661136,2022-10-13 14:29:30,2022-10-13 14:39:30
6,627785,2022-10-13 15:36:04.200000,2022-10-13 15:46:04.200000
6,649971,2022-10-13 15:56:38.400000,2022-10-13 16:06:38.400000
6,649922,2022-10-13 16:13:31.800000,2022-10-13 16:23:31.800000
6,699046,2022-10-13 16:58:14.400000,2022-10-13 17:08:14.400000
6,637512,2022-10-13 17:43:15.600000,2022-10-13 17:53:15.600000
7,642873,2022-10-13 09:00:00,2022-10-13 09:10:00
7,698622,2022-10-13 11:13:12.600000,2022-10-13 11:23:12.600000
7,639715,2022-10-13 11:24:26.400000,2022-10-13 11:34:26.400000
7,609033,2022-10-13 11:35:12.600000,2022-10-13 11:45:12.600000
7,698622,2022-10-13 11:46:25.800000,2022-10-13 11:56:25.800000
7,606171,2022-10-13 13:33:41.400000,2022-10-13 13:43:41.400000
7,619201,2022-10-13 13:45:36.600000,2022-10-13 13:55:36.600000
7,676479,2022-10-13 14:03:02.400000,2022-10-13 14:13:02.400000
7,635572,2022-10-13 14:38:22.800000,2022-10-13 14:48:22.800000
7,622276,2022-10-13 14:53:10.200000,2022-10-13 15:03:10.200000
7,634940,2022-10-13 15:26:08.400000,2022-10-13 15:36:08.400000
7,635510,2022-10-13 15:50:36.600000,2022-10-13 16:00:36.600000
7,635779,2022-10-13 16:04:52.200000,2022-10-13 16:14:52.200000
7,616480,2022-10-13 16:39:19.800000,2022-10-13 16:49:19.800000
7,683117,2022-10-13 17:00:45,2022-10-13 17:10:45
0,699088,2022-10-14 09:00:00,2022-10-14 09:10:00
0,661449,2022-10-14 09:23:36.600000,2022-10-14 09:33:36.600000
0,669356,2022-10-14 09:34:30,2022-10-14 09:44:30
0,677505,2022-10-14 09:57:39,2022-10-14 10:07:39
0,689107,2022-10-14 10:13:12,2022-10-14 10:23:12
0,406509,2022-10-14 10:32:06,2022-10-14 10:42:06
0,634745,2022-10-14 11:00:32.400000,2022-10-14 11:10:32.400000
0,634711,2022-10-14 11:13:28.200000,2022-10-14 11:23:28.200000
0,629728,2022-10-14 11:33:04.800000,2022-10-14 11:43:04.800000
0,607792,2022-10-14 11:46:57.600000,2022-10-14 11:56:57.600000
0,658891,2022-10-14 12:02:24,2022-10-14 12:12:24
0,682152,2022-10-14 12:17:21.600000,2022-10-14 12:27:21.600000
0,688367,2022-10-14 12:38:06,2022-10-14 12:48:06
0,692835,2022-10-14 12:52:27.600000,2022-10-14 13:02:27.600000
0,688211,2022-10-14 13:10:37.200000,2022-10-14 13:20:37.200000
0,634660,2022-10-14 13:28:10.200000,2022-10-14 13:38:10.200000
0,629733,2022-10-14 13:53:26.400000,2022-10-14 14:03:26.400000
0,660401,2022-10-14 14:07:24.600000,2022-10-14 14:17:24.600000
0,636082,2022-10-14 14:21:13.800000,2022-10-14 14:31:13.800000
0,634825,2022-10-14 14:32:56.400000,2022-10-14 14:42:56.400000
0,609338,2022-10-14 14:50:45,2022-10-14 15:00:45
0,634685,2022-10-14 15:07:30,2022-10-14 15:17:30
0,680316,2022-10-14 15:27:07.800000,2022-10-14 15:37:07.800000
0,606057,2022-10-14 15:40:13.800000,2022-10-14 15:50:13.800000
0,688389,2022-10-14 16:00:04.800000,2022-10-14 16:10:04.800000
0,606003,2022-10-14 16:17:37.200000,2022-10-14 16:27:37.200000
0,637516,2022-10-14 16:29:30,2022-10-14 16:39:30
0,634745,2022-10-14 16:43:25.800000,2022-10-14 16:53:25.800000
0,689150,2022-10-14 17:01:12.600000,2022-10-14 17:11:12.600000
0,688262,2022-10-14 17:12:53.400000,2022-10-14 17:22:53.400000
0,689150,2022-10-14 17:24:39,2022-10-14 17:34:39
0,688262,2022-10-14 17:36:19.800000,2022-10-14 17:46:19.800000
1,618794,2022-10-14 09:00:00,2022-10-14 09:10:00
1,622359,2022-10-14 09:13:42.600000,2022-10-14 09:23:42.600000
1,698984,2022-10-14 09:31:28.800000,2022-10-14 09:41:28.800000
1,643912,2022-10-14 09:42:49.800000,2022-10-14 09:52:49.800000
1,635212,2022-10-14 10:21:40.800000,2022-10-14 10:31:40.800000
1,635532,2022-10-14 10:44:00,2022-10-14 10:54:00
1,649874,2022-10-14 11:34:05.400000,2022-10-14 11:44:05.400000
1,687650,2022-10-14 12:41:16.800000,2022-10-14 12:51:16.800000
1,634870,2022-10-14 13:22:52.200000,2022-10-14 13:32:52.200000
1,638406,2022-10-14 13:42:28.200000,2022-10-14 13:52:28.200000
1,635714,2022-10-14 14:23:43.200000,2022-10-14 14:33:43.200000
1,622391,2022-10-14 14:50:12.600000,2022-10-14 15:00:12.600000
1,699054,2022-10-14 15:40:10.200000,2022-10-14 15:50:10.200000
1,698972,2022-10-14 16:23:36.600000,2022-10-14 16:33:36.600000
2,683121,2022-10-14 09:00:00,2022-10-14 09:10:00
2,609499,2022-10-14 09:11:55.800000,2022-10-14 09:21:55.800000
2,609803,2022-10-14 09:36:55.200000,2022-10-14 09:46:55.200000
2,623376,2022-10-14 10:03:25.200000,2022-10-14 10:13:25.200000
2,634822,2022-10-14 10:23:34.800000,2022-10-14 10:33:34.800000
2,634647,2022-10-14 10:34:39,2022-10-14 10:44:39
2,634822,2022-10-14 10:45:43.200000,2022-10-14 10:55:43.200000
2,634647,2022-10-14 10:56:47.400000,2022-10-14 11:06:47.400000
2,638485,2022-10-14 11:08:56.400000,2022-10-14 11:18:56.400000
2,698630,2022-10-14 11:21:21.600000,2022-10-14 11:31:21.600000
2,609284,2022-10-14 11:33:42.600000,2022-10-14 11:43:42.600000
2,609401,2022-10-14 11:48:30,2022-10-14 11:58:30
2,683768,2022-10-14 12:07:10.800000,2022-10-14 12:17:10.800000
